timestamp,test-class,test-method,time,description,result
2021-06-08 16:27:55.236,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,9248,"[1] recordIndex=0, spam=sex,duro,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollars, threshold=0.1",OK
2021-06-08 16:28:20.981,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,9470,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-06-08 16:28:30.665,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,9107,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-06-08 16:28:40.859,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,9617,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-06-08 16:28:51.013,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,9638,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-06-08 16:29:01.81,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,10251,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-06-08 16:29:10.518,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,8110,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-06-08 16:29:18.916,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7799,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-06-08 16:29:27.147,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7703,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-06-08 16:29:34.535,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6828,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-06-08 16:29:42.771,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7549,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-06-08 16:29:50.419,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7120,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-06-08 16:29:58.285,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7370,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-06-08 16:30:07.204,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,8423,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-06-08 16:30:15.661,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7956,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-06-08 16:30:25.376,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,9116,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-06-08 16:30:33.447,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7575,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
2021-06-08 16:30:41.52,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7578,"[12] recordIndex=0, spam=sex, threshold=600",OK
2021-06-08 16:30:49.149,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,7084,"[13] recordIndex=0, spam=sex, threshold=-600",OK
2021-06-08 16:31:09.878,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,5162,"[1] user=manager1, password=manager1",OK
2021-06-08 16:31:15.635,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,5201,"[2] user=employer1, password=employer1",OK
2021-06-08 16:31:20.84,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,administratoDashboardPositive,4661,"administratoDashboardPositive()",OK
2021-06-08 16:31:37.549,acme.testing.authenticated.task.AuthenticatedTaskListTest,listNegativeAuthenticated,614,"[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:31:46.97,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,8803,"[1] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 12:45, workload=0.10, link=http://lavaderos.com",OK
2021-06-08 16:31:55.801,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,8200,"[2] recordIndex=1, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workload=1.00, link=null",OK
2021-06-08 16:32:03.488,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,7126,"[3] recordIndex=2, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workload=0.44, link=http://www.sample-app.com",OK
2021-06-08 16:32:11.784,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,7683,"[4] recordIndex=3, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workload=11.25, link=null",OK
2021-06-08 16:32:20.795,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,8469,"[5] recordIndex=4, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=1.34, link=null",OK
2021-06-08 16:32:45.289,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,7808,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false",OK
2021-06-08 16:32:52.587,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6731,"[2] recordIndex=1, title=Nigeria, description=descripcion bien, periodInitial=2021/06/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=999.10, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-08 16:33:00.287,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,7184,"[3] recordIndex=2, title=Titulo correcto, description=sex, periodInitial=2021/06/30 17:50, periodFinal=2021/08/31 18:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:33:06.002,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5249,"[4] recordIndex=3, title=Tarea 6, description=hacer la comida, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=10.23, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:33:12.202,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5714,"[5] recordIndex=3, title=Tarea 7, description=Descripcion, periodInitial=2021/07/31 17:50, periodFinal=2021/05/31 18:55, workloadInHours=20.99, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-08 16:33:19.168,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6453,"[6] recordIndex=4, title=Titulo, description=ir al gym, periodInitial=2021/09/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=-3.00, Link=null, isPublic=false",OK
2021-06-08 16:33:25.146,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5463,"[7] recordIndex=5, title=Tarea 9, description=Recoger colada, periodInitial=2021/06/30 17:50, periodFinal=2021/07/30 18:56, workloadInHours=725.00, Link=sample-app.com, isPublic=false",OK
2021-06-08 16:33:31.949,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6188,"[8] recordIndex=6, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:33:38.724,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6230,"[9] recordIndex=7, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:33:46.956,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,7670,"[10] recordIndex=8, title=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:33:52.839,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5428,"[11] recordIndex=9, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:33:59.763,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6381,"[12] recordIndex=10, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:34:07.388,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6931,"[13] recordIndex=11, title=Do exercises, description=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:34:15.029,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,7129,"[14] recordIndex=12, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2011/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
