timestamp,test-class,test-method,time,description,result
2021-06-08 15:22:56.748,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,6523,"[1] recordIndex=0, spam=sex,duro,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollars, threshold=0.1",OK
2021-06-08 15:23:14.642,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7476,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-06-08 15:23:22.211,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7300,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-06-08 15:23:29.999,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7489,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-06-08 15:23:37.687,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7394,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-06-08 15:23:45.29,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7319,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-06-08 15:23:51.924,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6367,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-06-08 15:23:58.779,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6588,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-06-08 15:24:05.554,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6311,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-06-08 15:24:12.251,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6429,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-06-08 15:24:18.91,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6367,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-06-08 15:24:25.479,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6314,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-06-08 15:24:32.131,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6398,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-06-08 15:24:38.731,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6345,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-06-08 15:24:45.36,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6375,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-06-08 15:24:51.881,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6270,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-06-08 15:24:58.533,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6400,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
