timestamp;simple-path;time;;time;;;;
2021-05-30 17:51:04.697;/manager/task/create;1203;;;;;;
2021-05-30 17:51:11.435;/manager/task/create;643;;Media;549,30;Interval;507,43;591,18
2021-05-30 17:51:17.148;/manager/task/create;636;;Error típico;21,31;Requirements;1000;ms
2021-05-30 17:51:22.887;/manager/task/create;615;;Mediana;613,00;Result;:);
2021-05-30 17:51:28.792;/manager/task/create;616;;Moda;614,00;;;
2021-05-30 17:51:34.667;/manager/task/create;626;;Desviación estándar;484,62;;;
2021-05-30 17:51:40.305;/manager/task/create;640;;Varianza de la muestra;234859,23;;;
2021-05-30 17:51:42.284;/manager/task/create;629;;Curtosis;112,87;;;
2021-05-30 17:51:45.933;/manager/task/create;630;;Coeficiente de asimetría;9,01;;;
2021-05-30 17:51:51.449;/manager/task/create;632;;Rango;7436,00;;;
2021-05-30 17:51:53.33;/manager/task/create;616;;Mínimo;210,00;;;
2021-05-30 17:51:56.912;/manager/task/create;617;;Máximo;7646,00;;;
2021-05-30 17:52:02.294;/manager/task/create;614;;Suma;283990,00;;;
2021-05-30 17:52:04.26;/manager/task/create;613;;Cuenta;517,00;;;
2021-05-30 17:52:07.871;/manager/task/create;634;;Nivel de confianza(95,0%);41,87;;;
2021-05-30 17:52:13.343;/manager/task/create;616;;;;;;
2021-05-30 17:52:18.814;/manager/task/create;624;;;;;;
2021-05-30 17:52:24.369;/manager/task/create;616;;;;;;
2021-05-30 17:52:29.831;/manager/task/create;619;;;;;;
2021-05-30 17:52:31.819;/manager/task/create;637;;;;;;
2021-05-30 17:52:35.56;/manager/task/create;613;;;;;;
2021-05-30 17:52:37.463;/manager/task/create;613;;;;;;
2021-05-30 17:52:41.054;/manager/task/create;602;;;;;;
2021-05-30 17:52:42.941;/manager/task/create;619;;;;;;
2021-05-30 17:52:46.581;/manager/task/create;633;;;;;;
2021-05-30 17:52:48.417;/manager/task/create;609;;;;;;
2021-05-30 17:52:52.05;/manager/task/create;610;;;;;;
2021-05-30 17:52:53.961;/manager/task/create;645;;;;;;
2021-05-30 17:52:57.575;/manager/task/create;613;;;;;;
2021-05-30 17:52:59.232;/manager/task/create;613;;;;;;
2021-05-30 17:53:02.919;/manager/task/create;643;;;;;;
2021-05-30 17:53:04.98;/manager/task/create;632;;;;;;
2021-05-30 17:53:08.661;/manager/task/create;601;;;;;;
2021-05-30 17:53:10.449;/manager/task/create;615;;;;;;
2021-05-30 17:53:14.139;/manager/task/create;633;;;;;;
2021-05-30 17:53:15.97;/manager/task/create;615;;;;;;
2021-05-30 17:53:19.623;/manager/task/create;613;;;;;;
2021-05-30 17:53:21.68;/manager/task/create;609;;;;;;
2021-05-30 17:53:25.304;/manager/task/create;616;;;;;;
2021-05-30 17:53:27.097;/manager/task/create;614;;;;;;
2021-05-30 17:53:30.749;/manager/task/create;619;;;;;;
2021-05-30 17:53:32.596;/manager/task/create;616;;;;;;
2021-05-30 17:53:36.228;/manager/task/create;619;;;;;;
2021-05-30 17:53:38.286;/manager/task/create;610;;;;;;
2021-05-30 17:53:41.944;/manager/task/create;648;;;;;;
2021-05-30 17:53:44.098;/manager/task/create;614;;;;;;
2021-05-30 17:53:47.759;/manager/task/create;617;;;;;;
2021-05-30 17:53:50.361;/manager/task/create;618;;;;;;
2021-05-30 17:53:53.958;/manager/task/create;603;;;;;;
2021-05-30 17:53:56.008;/manager/task/create;638;;;;;;
2021-05-30 17:53:59.615;/manager/task/create;616;;;;;;
2021-05-30 17:54:01.657;/manager/task/create;616;;;;;;
2021-05-30 17:54:05.245;/manager/task/create;596;;;;;;
2021-05-30 17:54:07.821;/manager/task/create;615;;;;;;
2021-05-30 17:54:11.447;/manager/task/create;609;;;;;;
2021-05-30 17:54:13.539;/manager/task/create;616;;;;;;
2021-05-30 17:54:17.122;/manager/task/create;605;;;;;;
2021-05-30 17:54:19.214;/manager/task/create;631;;;;;;
2021-05-30 17:54:22.918;/manager/task/create;633;;;;;;
2021-05-30 17:54:25.056;/manager/task/create;608;;;;;;
2021-05-30 17:54:28.628;/manager/task/create;610;;;;;;
2021-05-30 17:54:30.81;/manager/task/create;614;;;;;;
2021-05-30 17:54:34.463;/manager/task/create;622;;;;;;
2021-05-30 17:54:36.539;/manager/task/create;632;;;;;;
2021-05-30 17:54:40.136;/manager/task/create;612;;;;;;
2021-05-30 17:54:42.293;/manager/task/create;615;;;;;;
2021-05-30 17:54:45.92;/manager/task/create;633;;;;;;
2021-05-30 17:54:48.011;/manager/task/create;613;;;;;;
2021-05-30 17:54:51.595;/manager/task/create;614;;;;;;
2021-05-30 17:54:53.681;/manager/task/create;609;;;;;;
2021-05-30 17:54:57.351;/manager/task/create;617;;;;;;
2021-05-30 17:54:59.454;/manager/task/create;614;;;;;;
2021-05-30 17:55:19.715;/manager/task/list;1169;;;;;;
2021-05-30 17:55:26.727;/manager/task/list;618;;;;;;
2021-05-30 17:55:33.539;/manager/task/list;618;;;;;;
2021-05-30 17:55:40.52;/manager/task/list;607;;;;;;
2021-05-30 17:55:47.487;/manager/task/list;623;;;;;;
2021-05-30 17:55:54.412;/manager/task/list;629;;;;;;
2021-05-30 17:56:25.852;/manager/task/list;587;;;;;;
2021-05-30 17:56:28.82;/manager/task/list;620;;;;;;
2021-05-30 17:56:33.527;/manager/task/list;606;;;;;;
2021-05-30 17:56:36.445;/manager/task/list;604;;;;;;
2021-05-30 17:56:41.076;/manager/task/list;600;;;;;;
2021-05-30 17:56:43.978;/manager/task/list;674;;;;;;
2021-05-30 17:56:48.66;/manager/task/list;613;;;;;;
2021-05-30 17:56:51.525;/manager/task/list;614;;;;;;
2021-05-30 17:56:56.14;/manager/task/list;617;;;;;;
2021-05-30 17:56:59.09;/manager/task/list;615;;;;;;
2021-05-30 17:57:03.964;/manager/task/list;630;;;;;;
2021-05-30 17:57:06.903;/manager/task/list;611;;;;;;
2021-05-30 17:57:38.304;/manager/task/list;1184;;;;;;
2021-05-30 17:57:41.31;/manager/task/list;611;;;;;;
2021-05-30 17:57:47.524;/manager/task/list;605;;;;;;
2021-05-30 17:57:50.56;/manager/task/list;613;;;;;;
2021-05-30 17:57:56.832;/manager/task/list;631;;;;;;
2021-05-30 17:57:59.679;/manager/task/list;616;;;;;;
2021-05-30 17:58:05.875;/manager/task/list;596;;;;;;
2021-05-30 17:58:08.658;/manager/task/list;612;;;;;;
2021-05-30 17:58:14.828;/manager/task/list;595;;;;;;
2021-05-30 17:58:17.806;/manager/task/list;604;;;;;;
2021-05-30 17:58:23.994;/manager/task/list;600;;;;;;
2021-05-30 17:58:26.786;/manager/task/list;619;;;;;;
2021-05-30 17:58:33.082;/manager/task/list;611;;;;;;
2021-05-30 17:58:40.315;/manager/task/list;616;;;;;;
2021-05-30 17:58:48.01;/manager/task/list;614;;;;;;
2021-05-30 17:58:55.676;/manager/task/list;617;;;;;;
2021-05-30 17:59:03.189;/manager/task/list;635;;;;;;
2021-05-30 17:59:11.03;/manager/task/list;611;;;;;;
2021-05-30 17:55:21.401;/manager/task/show;614;;;;;;
2021-05-30 17:55:28.329;/manager/task/show;615;;;;;;
2021-05-30 17:55:35.155;/manager/task/show;617;;;;;;
2021-05-30 17:55:42.24;/manager/task/show;654;;;;;;
2021-05-30 17:55:49.114;/manager/task/show;629;;;;;;
2021-05-30 17:55:56.038;/manager/task/show;616;;;;;;
2021-05-30 17:56:27.544;/manager/task/show;620;;;;;;
2021-05-30 17:56:35.21;/manager/task/show;613;;;;;;
2021-05-30 17:56:42.684;/manager/task/show;617;;;;;;
2021-05-30 17:56:50.282;/manager/task/show;628;;;;;;
2021-05-30 17:56:57.813;/manager/task/show;614;;;;;;
2021-05-30 17:57:05.634;/manager/task/show;617;;;;;;
2021-05-30 17:57:39.164;/manager/task/show;611;;;;;;
2021-05-30 17:57:42.174;/manager/task/show;614;;;;;;
2021-05-30 17:57:48.371;/manager/task/show;610;;;;;;
2021-05-30 17:57:51.427;/manager/task/show;630;;;;;;
2021-05-30 17:57:57.742;/manager/task/show;620;;;;;;
2021-05-30 17:58:00.527;/manager/task/show;613;;;;;;
2021-05-30 17:58:06.766;/manager/task/show;647;;;;;;
2021-05-30 17:58:09.537;/manager/task/show;614;;;;;;
2021-05-30 17:58:15.692;/manager/task/show;630;;;;;;
2021-05-30 17:58:18.673;/manager/task/show;622;;;;;;
2021-05-30 17:58:24.865;/manager/task/show;617;;;;;;
2021-05-30 17:58:27.689;/manager/task/show;657;;;;;;
2021-05-30 17:58:33.965;/manager/task/show;614;;;;;;
2021-05-30 17:58:41.184;/manager/task/show;635;;;;;;
2021-05-30 17:58:48.858;/manager/task/show;616;;;;;;
2021-05-30 17:58:56.522;/manager/task/show;613;;;;;;
2021-05-30 17:59:04.062;/manager/task/show;638;;;;;;
2021-05-30 17:59:11.895;/manager/task/show;601;;;;;;
2021-05-30 17:58:35.615;/manager/task/update;612;;;;;;
2021-05-30 17:58:43.308;/manager/task/update;613;;;;;;
2021-05-30 17:58:50.962;/manager/task/update;609;;;;;;
2021-05-30 17:58:58.396;/manager/task/update;614;;;;;;
2021-05-30 17:59:06.244;/manager/task/update;634;;;;;;
2021-05-30 17:59:13.971;/manager/task/update;596;;;;;;
2021-05-30 17:50:53.147;/master/sign-in;2320;;;;;;
2021-05-30 17:51:01.706;/master/sign-in;610;;;;;;
2021-05-30 17:51:09.006;/master/sign-in;643;;;;;;
2021-05-30 17:51:14.668;/master/sign-in;627;;;;;;
2021-05-30 17:51:20.492;/master/sign-in;634;;;;;;
2021-05-30 17:51:26.403;/master/sign-in;629;;;;;;
2021-05-30 17:51:32.118;/master/sign-in;662;;;;;;
2021-05-30 17:51:37.987;/master/sign-in;630;;;;;;
2021-05-30 17:51:43.622;/master/sign-in;613;;;;;;
2021-05-30 17:51:49.104;/master/sign-in;632;;;;;;
2021-05-30 17:51:54.614;/master/sign-in;607;;;;;;
2021-05-30 17:51:59.983;/master/sign-in;607;;;;;;
2021-05-30 17:52:05.554;/master/sign-in;608;;;;;;
2021-05-30 17:52:11.032;/master/sign-in;614;;;;;;
2021-05-30 17:52:16.54;/master/sign-in;632;;;;;;
2021-05-30 17:52:22.076;/master/sign-in;614;;;;;;
2021-05-30 17:52:27.53;/master/sign-in;617;;;;;;
2021-05-30 17:52:33.281;/master/sign-in;612;;;;;;
2021-05-30 17:52:38.765;/master/sign-in;628;;;;;;
2021-05-30 17:52:44.261;/master/sign-in;611;;;;;;
2021-05-30 17:52:49.761;/master/sign-in;642;;;;;;
2021-05-30 17:52:55.283;/master/sign-in;611;;;;;;
2021-05-30 17:53:00.587;/master/sign-in;616;;;;;;
2021-05-30 17:53:06.333;/master/sign-in;634;;;;;;
2021-05-30 17:53:11.793;/master/sign-in;614;;;;;;
2021-05-30 17:53:17.323;/master/sign-in;616;;;;;;
2021-05-30 17:53:23.012;/master/sign-in;644;;;;;;
2021-05-30 17:53:28.424;/master/sign-in;619;;;;;;
2021-05-30 17:53:33.964;/master/sign-in;627;;;;;;
2021-05-30 17:53:39.606;/master/sign-in;616;;;;;;
2021-05-30 17:53:45.465;/master/sign-in;631;;;;;;
2021-05-30 17:53:51.683;/master/sign-in;613;;;;;;
2021-05-30 17:53:57.337;/master/sign-in;610;;;;;;
2021-05-30 17:54:02.99;/master/sign-in;627;;;;;;
2021-05-30 17:54:09.15;/master/sign-in;613;;;;;;
2021-05-30 17:54:14.865;/master/sign-in;617;;;;;;
2021-05-30 17:54:20.597;/master/sign-in;633;;;;;;
2021-05-30 17:54:26.366;/master/sign-in;610;;;;;;
2021-05-30 17:54:32.122;/master/sign-in;616;;;;;;
2021-05-30 17:54:37.85;/master/sign-in;613;;;;;;
2021-05-30 17:54:43.599;/master/sign-in;605;;;;;;
2021-05-30 17:54:49.316;/master/sign-in;619;;;;;;
2021-05-30 17:54:55.055;/master/sign-in;611;;;;;;
2021-05-30 17:55:08.686;/master/sign-in;655;;;;;;
2021-05-30 17:55:16.807;/master/sign-in;2800;;;;;;
2021-05-30 17:55:24.43;/master/sign-in;611;;;;;;
2021-05-30 17:55:31.28;/master/sign-in;611;;;;;;
2021-05-30 17:55:38.124;/master/sign-in;627;;;;;;
2021-05-30 17:55:45.202;/master/sign-in;617;;;;;;
2021-05-30 17:55:52.139;/master/sign-in;617;;;;;;
2021-05-30 17:56:09.614;/master/sign-in;1177;;;;;;
2021-05-30 17:56:15.447;/master/sign-in;611;;;;;;
2021-05-30 17:56:19.486;/master/sign-in;614;;;;;;
2021-05-30 17:56:23.593;/master/sign-in;613;;;;;;
2021-05-30 17:56:31.257;/master/sign-in;643;;;;;;
2021-05-30 17:56:38.781;/master/sign-in;611;;;;;;
2021-05-30 17:56:46.332;/master/sign-in;634;;;;;;
2021-05-30 17:56:53.871;/master/sign-in;610;;;;;;
2021-05-30 17:57:01.608;/master/sign-in;641;;;;;;
2021-05-30 17:57:09.888;/master/sign-in;615;;;;;;
2021-05-30 17:57:14.07;/master/sign-in;617;;;;;;
2021-05-30 17:57:26.31;/master/sign-in;629;;;;;;
2021-05-30 17:57:34.353;/master/sign-in;608;;;;;;
2021-05-30 17:57:45.205;/master/sign-in;627;;;;;;
2021-05-30 17:57:54.511;/master/sign-in;616;;;;;;
2021-05-30 17:58:03.581;/master/sign-in;611;;;;;;
2021-05-30 17:58:12.558;/master/sign-in;628;;;;;;
2021-05-30 17:58:21.743;/master/sign-in;635;;;;;;
2021-05-30 17:58:30.762;/master/sign-in;629;;;;;;
2021-05-30 17:58:38.028;/master/sign-in;608;;;;;;
2021-05-30 17:58:45.719;/master/sign-in;646;;;;;;
2021-05-30 17:58:53.361;/master/sign-in;607;;;;;;
2021-05-30 17:59:00.84;/master/sign-in;629;;;;;;
2021-05-30 17:59:08.689;/master/sign-in;634;;;;;;
2021-05-30 17:50:49.386;/master/welcome;7646;;;;;;
2021-05-30 17:50:50.623;/master/welcome;1190;;;;;;
2021-05-30 17:50:56.313;/master/welcome;2273;;;;;;
2021-05-30 17:50:59.279;/master/welcome;317;;;;;;
2021-05-30 17:51:00.052;/master/welcome;631;;;;;;
2021-05-30 17:51:00.624;/master/welcome;413;;;;;;
2021-05-30 17:51:00.954;/master/welcome;269;;;;;;
2021-05-30 17:51:03.158;/master/welcome;650;;;;;;
2021-05-30 17:51:07.48;/master/welcome;1229;;;;;;
2021-05-30 17:51:07.889;/master/welcome;349;;;;;;
2021-05-30 17:51:08.218;/master/welcome;300;;;;;;
2021-05-30 17:51:10.503;/master/welcome;631;;;;;;
2021-05-30 17:51:13.275;/master/welcome;610;;;;;;
2021-05-30 17:51:13.635;/master/welcome;299;;;;;;
2021-05-30 17:51:13.901;/master/welcome;235;;;;;;
2021-05-30 17:51:16.221;/master/welcome;637;;;;;;
2021-05-30 17:51:19.121;/master/welcome;635;;;;;;
2021-05-30 17:51:19.449;/master/welcome;260;;;;;;
2021-05-30 17:51:19.717;/master/welcome;238;;;;;;
2021-05-30 17:51:21.952;/master/welcome;653;;;;;;
2021-05-30 17:51:25.074;/master/welcome;638;;;;;;
2021-05-30 17:51:25.364;/master/welcome;237;;;;;;
2021-05-30 17:51:25.632;/master/welcome;237;;;;;;
2021-05-30 17:51:27.892;/master/welcome;655;;;;;;
2021-05-30 17:51:30.713;/master/welcome;653;;;;;;
2021-05-30 17:51:31.008;/master/welcome;236;;;;;;
2021-05-30 17:51:31.276;/master/welcome;236;;;;;;
2021-05-30 17:51:33.702;/master/welcome;661;;;;;;
2021-05-30 17:51:36.632;/master/welcome;635;;;;;;
2021-05-30 17:51:36.963;/master/welcome;285;;;;;;
