timestamp,test-class,test-method,time,description,result
2021-06-08 22:45:22.249,acme.testing.anonymous.controlCheck.AnonymousControlCheckCreateTest,createPositive,5816,"[1] recordIndex=7, author=Jon Doe, text=Hello world, info=https://universidad.com, date=2021/06/08, money=EUR 25.00, isCheck=true",OK
2021-06-08 22:45:25.157,acme.testing.anonymous.controlCheck.AnonymousControlCheckCreateTest,createNegative,2551,"[1] recodIndex=0, author=Sex, text=Good morning!, info=http://www.sample-app.com, date=2021/03/01, money=WEST 34, isCheck=false",OK
2021-06-08 22:45:28.251,acme.testing.anonymous.controlCheck.AnonymousControlCheckCreateTest,createNegative,2793,"[2] recodIndex=1, author=Hi, text=null, info=www.sample-app.com, date=2021/03/01 17:24, money=EUR -34, isCheck=true",OK
2021-06-08 22:45:43.777,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2692,"[1] recordIndex=0, moment=2021/05/20 00:00, author=Foo Bar, text=Just turning 50!, info=null, date=2021/01/01, money=USD 100.00, isCheck=true",OK
2021-06-08 22:45:46.657,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2594,"[2] recordIndex=1, moment=2021/05/21 15:55, author=Jane Doe, text=I have to clean the car, info=http://www.lavaderoSevilla.com, date=2020/01/04, money=USD 25.00, isCheck=false",OK
2021-06-08 22:45:50.156,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,3180,"[3] recordIndex=2, moment=2021/05/22 19:39, author=John Doe, text=I'm happy!, info=null, date=2020/01/01, money=EUR 24.00, isCheck=true",OK
2021-06-08 22:45:53.043,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2588,"[4] recordIndex=3, moment=2021/05/23 12:30, author=Leslie Design, text=I have to go to the dry cleaner!, info=http://cleanApp.com, date=2020/06/22, money=USD 34.00, isCheck=false",OK
2021-06-08 22:45:56.043,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2698,"[5] recordIndex=4, moment=2021/05/24 12:30, author=Marta Design, text=I have to study for the exams, info=https://www.informatica.us.es/, date=2021/03/04, money=EUR 89.00, isCheck=true",OK
2021-06-08 22:45:59.156,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2737,"[6] recordIndex=5, moment=2021/05/25 12:30, author=Leslie Design-Testing, text=There are great movies, info=https://www.netflix.com/, date=2021/05/23, money=EUR 44.00, isCheck=false",OK
2021-06-08 22:46:02.141,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,ListRecent,2667,"[7] recordIndex=6, moment=2021/05/26 11:30, author=Manuel Rodriguez, text=Good morning! This is a fantastic app, info=http://www.sample-app.com, date=2020/08/07, money=USD 90.00, isCheck=false",OK
2021-06-08 22:46:06.28,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,listAnonymousNegative,3826,"[1] user=manager1, password=manager1",OK
2021-06-08 22:46:10.447,acme.testing.anonymous.controlCheck.AnonymousControlCheckListTest,listAnonymousNegative,3883,"[2] user=employer1, password=employer1",OK
