timestamp,test-class,test-method,time,description,result
2021-06-04 16:29:01.986,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,6413,"[1] recordIndex=0, spam=sex,duro,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollars, threshold=0.1",OK
2021-06-04 16:29:20.52,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7855,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-06-04 16:29:28.105,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7239,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-06-04 16:29:35.615,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7224,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-06-04 16:29:43.203,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7288,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-06-04 16:29:50.797,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,7312,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-06-04 16:29:57.307,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6228,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-06-04 16:30:03.927,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6319,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-06-04 16:30:10.494,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6300,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-06-04 16:30:17.058,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6296,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-06-04 16:30:23.613,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6268,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-06-04 16:30:30.08,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6200,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-06-04 16:30:36.588,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6223,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-06-04 16:30:43.116,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6244,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-06-04 16:30:49.667,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6285,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-06-04 16:30:56.284,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6317,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-06-04 16:31:02.818,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6264,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
2021-06-04 16:31:09.354,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6267,"[12] recordIndex=0, spam=sex, threshold=600",OK
2021-06-04 16:31:15.954,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,6294,"[13] recordIndex=0, spam=sex, threshold=-600",OK
2021-06-04 16:31:30.186,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,4308,"[1] user=manager1, password=manager1",OK
2021-06-04 16:31:34.253,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,3800,"[2] user=employer1, password=employer1",OK
2021-06-04 16:31:38.208,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,administratoDashboardPositive,3687,"administratoDashboardPositive()",OK
2021-06-04 16:31:55.657,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6563,"[1] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 12:45, workload=0.10, link=http://lavaderos.com",OK
2021-06-04 16:32:02.443,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6516,"[2] recordIndex=1, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workload=1.00, link=null",OK
2021-06-04 16:32:09.229,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6515,"[3] recordIndex=2, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workload=0.44, link=http://www.sample-app.com",OK
2021-06-04 16:32:16.053,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6542,"[4] recordIndex=3, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workload=11.25, link=null",OK
2021-06-04 16:32:22.793,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6472,"[5] recordIndex=4, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=1.34, link=null",OK
2021-06-04 16:32:38.064,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4970,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false",OK
2021-06-04 16:32:43.733,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5365,"[2] recordIndex=1, title=Nigeria, description=descripcion bien, periodInitial=2021/06/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=999.10, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-04 16:32:49.08,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5068,"[3] recordIndex=2, title=Titulo correcto, description=sex, periodInitial=2021/06/30 17:50, periodFinal=2021/08/31 18:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-04 16:32:54.454,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5107,"[4] recordIndex=3, title=Tarea 6, description=hacer la comida, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=10.23, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-04 16:33:00.179,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5425,"[5] recordIndex=3, title=Tarea 7, description=Descripcion, periodInitial=2021/07/31 17:50, periodFinal=2021/05/31 18:55, workloadInHours=20.99, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-04 16:33:05.517,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5074,"[6] recordIndex=4, title=Titulo, description=ir al gym, periodInitial=2021/09/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=-3.00, Link=null, isPublic=false",OK
2021-06-04 16:33:10.908,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5091,"[7] recordIndex=5, title=Tarea 9, description=Recoger colada, periodInitial=2021/06/30 17:50, periodFinal=2021/07/30 18:56, workloadInHours=725.00, Link=sample-app.com, isPublic=false",OK
